CMDLINE /mnt/home/kejzlarv/anaconda3/bin/python VC_simulation_updated_new.py D 5 50 AdaGrad 0.07 0.2 OD 10 1
MEM 6.367188 1583349709.4625
MEM 13.726562 1583349709.5629
MEM 19.535156 1583349709.6633
MEM 24.941406 1583349709.7637
MEM 30.886719 1583349709.8640
MEM 34.113281 1583349709.9645
MEM 35.519531 1583349710.0649
MEM 35.976562 1583349710.1653
MEM 36.089844 1583349710.2656
MEM 36.089844 1583349710.3660
MEM 36.089844 1583349710.4664
MEM 36.089844 1583349710.5668
MEM 36.117188 1583349710.6672
MEM 36.117188 1583349710.7675
MEM 36.222656 1583349710.8680
MEM 36.804688 1583349710.9683
MEM 37.109375 1583349711.0687
MEM 37.460938 1583349711.1691
MEM 37.652344 1583349711.2695
MEM 37.980469 1583349711.3700
MEM 38.496094 1583349711.4703
MEM 38.937500 1583349711.5708
MEM 39.664062 1583349711.6712
MEM 40.089844 1583349711.7716
MEM 41.871094 1583349711.8720
MEM 42.128906 1583349711.9724
MEM 42.128906 1583349712.0728
MEM 43.632812 1583349712.1732
MEM 45.117188 1583349712.2736
MEM 48.878906 1583349712.3740
MEM 49.468750 1583349712.4744
MEM 49.980469 1583349712.5749
MEM 49.980469 1583349712.6752
MEM 50.222656 1583349712.7756
MEM 50.460938 1583349712.8760
MEM 50.953125 1583349712.9764
MEM 51.175781 1583349713.0768
MEM 51.628906 1583349713.1772
MEM 52.292969 1583349713.2776
MEM 53.140625 1583349713.3780
MEM 53.394531 1583349713.4784
MEM 54.144531 1583349713.5788
MEM 54.398438 1583349713.6792
MEM 54.636719 1583349713.7796
MEM 54.894531 1583349713.8800
MEM 55.113281 1583349713.9804
MEM 55.367188 1583349714.0807
MEM 56.140625 1583349714.1811
MEM 57.160156 1583349714.2815
MEM 57.562500 1583349714.3819
MEM 58.066406 1583349714.4823
MEM 59.070312 1583349714.5835
MEM 59.585938 1583349714.6839
MEM 61.378906 1583349714.7843
MEM 61.683594 1583349714.8847
MEM 62.121094 1583349714.9851
MEM 62.625000 1583349715.0855
MEM 63.136719 1583349715.1859
MEM 63.386719 1583349715.2863
MEM 65.175781 1583349715.3867
MEM 65.882812 1583349715.4870
MEM 66.718750 1583349715.5875
MEM 67.839844 1583349715.6878
MEM 68.937500 1583349715.7882
MEM 69.445312 1583349715.8887
MEM 69.863281 1583349715.9890
MEM 69.863281 1583349716.0895
MEM 70.218750 1583349716.1899
MEM 70.914062 1583349716.2902
MEM 71.804688 1583349716.3906
MEM 72.402344 1583349716.4910
MEM 72.593750 1583349716.5914
MEM 73.257812 1583349716.6918
MEM 73.625000 1583349716.7922
MEM 74.839844 1583349716.8926
MEM 75.570312 1583349716.9930
MEM 76.101562 1583349717.0934
MEM 79.503906 1583349717.1938
MEM 80.464844 1583349717.2942
MEM 80.464844 1583349717.3946
MEM 80.660156 1583349717.4950
MEM 81.562500 1583349717.5954
MEM 81.984375 1583349717.6958
MEM 82.468750 1583349717.7961
MEM 82.679688 1583349717.8965
MEM 83.179688 1583349717.9969
MEM 83.390625 1583349718.0973
MEM 83.449219 1583349718.1977
MEM 84.546875 1583349718.2981
MEM 85.105469 1583349718.3985
MEM 85.433594 1583349718.4989
MEM 85.484375 1583349718.5993
MEM 88.054688 1583349718.6997
MEM 89.851562 1583349718.8001
MEM 93.855469 1583349718.9005
MEM 98.582031 1583349719.0010
MEM 99.093750 1583349719.1013
MEM 99.382812 1583349719.2018
MEM 100.144531 1583349719.3022
MEM 100.437500 1583349719.4025
MEM 100.437500 1583349719.5030
MEM 100.925781 1583349719.6034
MEM 101.570312 1583349719.7040
MEM 101.863281 1583349719.8044
MEM 102.410156 1583349719.9048
MEM 102.410156 1583349720.0053
MEM 102.890625 1583349720.1056
MEM 103.265625 1583349720.2061
MEM 103.410156 1583349720.3065
MEM 103.910156 1583349720.4068
MEM 104.332031 1583349720.5072
MEM 104.808594 1583349720.6076
MEM 106.601562 1583349720.7080
MEM 107.375000 1583349720.8084
MEM 107.375000 1583349720.9088
MEM 107.375000 1583349721.0092
MEM 107.375000 1583349721.1096
MEM 107.375000 1583349721.2100
MEM 107.375000 1583349721.3104
MEM 107.375000 1583349721.4107
MEM 107.375000 1583349721.5111
MEM 107.375000 1583349721.6115
MEM 107.375000 1583349721.7119
MEM 107.375000 1583349721.8123
MEM 107.375000 1583349721.9126
MEM 107.375000 1583349722.0131
MEM 107.375000 1583349722.1135
MEM 107.375000 1583349722.2139
MEM 107.375000 1583349722.3143
MEM 107.375000 1583349722.4147
MEM 107.375000 1583349722.5151
MEM 107.375000 1583349722.6155
MEM 107.375000 1583349722.7159
MEM 107.375000 1583349722.8162
MEM 107.878906 1583349722.9166
MEM 107.878906 1583349723.0171
MEM 107.878906 1583349723.1175
MEM 108.085938 1583349723.2179
MEM 108.085938 1583349723.3182
MEM 108.304688 1583349723.4186
MEM 108.304688 1583349723.5190
MEM 108.554688 1583349723.6194
MEM 109.019531 1583349723.7198
MEM 109.105469 1583349723.8203
MEM 109.300781 1583349723.9207
MEM 109.542969 1583349724.0210
MEM 110.273438 1583349724.1214
MEM 110.535156 1583349724.2218
MEM 110.929688 1583349724.3222
MEM 111.203125 1583349724.4226
MEM 111.433594 1583349724.5229
MEM 111.433594 1583349724.6233
MEM 111.761719 1583349724.7237
MEM 111.871094 1583349724.8260
MEM 112.011719 1583349724.9264
MEM 112.011719 1583349725.0269
MEM 112.609375 1583349725.1273
MEM 112.890625 1583349725.2277
MEM 113.167969 1583349725.3281
MEM 113.808594 1583349725.4285
MEM 114.050781 1583349725.5289
MEM 114.289062 1583349725.6293
MEM 115.062500 1583349725.7297
MEM 115.062500 1583349725.8300
MEM 115.421875 1583349725.9305
MEM 115.648438 1583349726.0308
MEM 115.898438 1583349726.1313
MEM 117.054688 1583349726.2317
MEM 117.195312 1583349726.3321
MEM 117.859375 1583349726.4324
MEM 119.597656 1583349726.5328
MEM 120.296875 1583349726.6332
MEM 120.898438 1583349726.7336
MEM 121.140625 1583349726.8340
MEM 121.460938 1583349726.9343
MEM 121.761719 1583349727.0347
MEM 122.101562 1583349727.1351
MEM 122.101562 1583349727.2355
MEM 122.843750 1583349727.3359
MEM 123.035156 1583349727.4363
MEM 123.289062 1583349727.5366
MEM 123.539062 1583349727.6371
MEM 124.035156 1583349727.7375
MEM 124.035156 1583349727.8378
MEM 124.570312 1583349727.9382
MEM 124.652344 1583349728.0386
MEM 124.902344 1583349728.1389
MEM 125.152344 1583349728.2393
MEM 125.906250 1583349728.3397
MEM 126.160156 1583349728.4402
MEM 126.718750 1583349728.5406
MEM 126.972656 1583349728.6410
MEM 127.242188 1583349728.7414
MEM 127.824219 1583349728.8417
MEM 127.925781 1583349728.9421
MEM 128.585938 1583349729.0425
MEM 128.699219 1583349729.1429
MEM 128.699219 1583349729.2433
MEM 129.589844 1583349729.3437
MEM 141.613281 1583349729.4441
MEM 166.687500 1583349729.5446
MEM 167.203125 1583349729.6450
MEM 167.449219 1583349729.7454
MEM 168.382812 1583349729.8458
MEM 169.394531 1583349729.9492
MEM 169.394531 1583349730.0496
MEM 169.648438 1583349730.1501
MEM 169.648438 1583349730.2505
MEM 172.160156 1583349730.3509
MEM 176.027344 1583349730.4514
MEM 182.175781 1583349730.5518
MEM 183.980469 1583349730.6522
MEM 188.355469 1583349730.7526
MEM 189.570312 1583349730.8531
MEM 190.574219 1583349730.9535
MEM 190.574219 1583349731.0539
MEM 192.269531 1583349731.1543
MEM 192.269531 1583349731.2546
MEM 192.523438 1583349731.3550
MEM 192.781250 1583349731.4555
MEM 193.035156 1583349731.5558
MEM 193.292969 1583349731.6562
MEM 193.550781 1583349731.7567
MEM 194.320312 1583349731.8570
MEM 194.578125 1583349731.9575
MEM 194.835938 1583349732.0579
MEM 195.089844 1583349732.1583
MEM 195.347656 1583349732.2587
MEM 195.593750 1583349732.3590
MEM 196.097656 1583349732.4594
MEM 196.343750 1583349732.5598
MEM 196.601562 1583349732.6602
MEM 197.105469 1583349732.7607
MEM 197.753906 1583349732.8610
MEM 198.136719 1583349732.9615
MEM 200.285156 1583349733.0619
MEM 200.835938 1583349733.1623
MEM 201.593750 1583349733.2627
MEM 205.046875 1583349733.3631
MEM 205.441406 1583349733.4635
MEM 206.515625 1583349733.5639
MEM 207.027344 1583349733.6643
MEM 207.269531 1583349733.7647
MEM 207.515625 1583349733.8651
MEM 208.007812 1583349733.9654
MEM 208.515625 1583349734.0659
MEM 209.523438 1583349734.1662
MEM 209.878906 1583349734.2667
MEM 209.878906 1583349734.3671
MEM 210.382812 1583349734.4675
MEM 210.382812 1583349734.5679
MEM 210.632812 1583349734.6683
MEM 210.964844 1583349734.7687
MEM 211.613281 1583349734.8692
MEM 211.867188 1583349734.9696
MEM 212.125000 1583349735.0726
MEM 213.164062 1583349735.1731
MEM 213.414062 1583349735.2735
MEM 213.781250 1583349735.3738
MEM 214.031250 1583349735.4743
MEM 214.539062 1583349735.5747
MEM 214.753906 1583349735.6750
MEM 215.003906 1583349735.7754
MEM 215.253906 1583349735.8757
MEM 215.253906 1583349735.9762
MEM 215.507812 1583349736.0765
MEM 215.761719 1583349736.1769
MEM 216.003906 1583349736.2773
MEM 216.246094 1583349736.3777
MEM 216.507812 1583349736.4781
MEM 216.761719 1583349736.5784
MEM 216.761719 1583349736.6789
MEM 217.269531 1583349736.7793
MEM 217.812500 1583349736.8796
MEM 218.062500 1583349736.9801
MEM 218.320312 1583349737.0805
MEM 218.570312 1583349737.1809
MEM 219.062500 1583349737.2813
MEM 219.566406 1583349737.3817
MEM 219.566406 1583349737.4821
MEM 220.078125 1583349737.5825
MEM 220.328125 1583349737.6828
MEM 220.660156 1583349737.7832
MEM 220.917969 1583349737.8836
MEM 221.171875 1583349737.9840
MEM 221.648438 1583349738.0844
MEM 221.785156 1583349738.1848
MEM 222.175781 1583349738.2852
MEM 222.410156 1583349738.3856
MEM 222.664062 1583349738.4860
MEM 222.917969 1583349738.5863
MEM 222.917969 1583349738.6867
MEM 223.921875 1583349738.7871
MEM 224.164062 1583349738.8875
MEM 224.847656 1583349738.9880
MEM 225.421875 1583349739.0883
MEM 225.421875 1583349739.1887
MEM 226.167969 1583349739.2891
MEM 227.566406 1583349739.3895
MEM 232.980469 1583349739.4899
MEM 233.757812 1583349739.5903
MEM 234.343750 1583349739.6908
MEM 234.667969 1583349739.7911
MEM 235.058594 1583349739.8915
MEM 235.386719 1583349739.9919
MEM 235.644531 1583349740.0923
MEM 235.644531 1583349740.1933
MEM 235.902344 1583349740.2937
MEM 236.363281 1583349740.3940
MEM 236.609375 1583349740.4945
MEM 236.609375 1583349740.5949
MEM 236.859375 1583349740.6953
MEM 237.386719 1583349740.7956
MEM 237.386719 1583349740.8960
MEM 237.644531 1583349740.9964
MEM 237.894531 1583349741.0968
MEM 237.972656 1583349741.1972
MEM 238.472656 1583349741.2976
MEM 238.472656 1583349741.3980
MEM 238.472656 1583349741.4984
MEM 238.730469 1583349741.5988
MEM 238.984375 1583349741.6992
MEM 239.503906 1583349741.7996
MEM 239.503906 1583349741.9001
MEM 239.503906 1583349742.0004
MEM 240.015625 1583349742.1008
MEM 240.531250 1583349742.2012
MEM 240.773438 1583349742.3016
MEM 241.113281 1583349742.4020
MEM 241.328125 1583349742.5023
MEM 242.664062 1583349742.6028
MEM 242.921875 1583349742.7032
MEM 243.179688 1583349742.8036
MEM 243.437500 1583349742.9040
MEM 244.035156 1583349743.0043
MEM 244.285156 1583349743.1047
MEM 244.792969 1583349743.2051
MEM 244.792969 1583349743.3055
MEM 245.554688 1583349743.4059
MEM 245.812500 1583349743.5063
MEM 246.070312 1583349743.6066
MEM 246.070312 1583349743.7070
MEM 246.328125 1583349743.8074
MEM 246.886719 1583349743.9077
MEM 247.398438 1583349744.0080
MEM 247.652344 1583349744.1084
MEM 248.085938 1583349744.2088
MEM 248.335938 1583349744.3090
MEM 248.507812 1583349744.4094
MEM 249.015625 1583349744.5098
MEM 249.015625 1583349744.6102
MEM 249.273438 1583349744.7106
MEM 249.789062 1583349744.8110
MEM 250.222656 1583349744.9113
MEM 250.906250 1583349745.0117
MEM 251.164062 1583349745.1121
MEM 251.406250 1583349745.2125
MEM 251.406250 1583349745.3135
MEM 251.660156 1583349745.4139
MEM 251.917969 1583349745.5143
MEM 251.917969 1583349745.6147
MEM 252.175781 1583349745.7152
MEM 252.433594 1583349745.8156
MEM 252.433594 1583349745.9160
MEM 252.691406 1583349746.0165
MEM 253.140625 1583349746.1169
MEM 253.562500 1583349746.2172
MEM 254.175781 1583349746.3176
MEM 254.175781 1583349746.4180
MEM 254.175781 1583349746.5184
MEM 254.429688 1583349746.6188
MEM 254.687500 1583349746.7192
MEM 255.449219 1583349746.8197
MEM 255.449219 1583349746.9201
MEM 255.949219 1583349747.0205
MEM 256.460938 1583349747.1209
MEM 256.710938 1583349747.2212
MEM 256.757812 1583349747.3216
MEM 256.757812 1583349747.4220
MEM 257.011719 1583349747.5224
MEM 259.765625 1583349747.6228
MEM 261.070312 1583349747.7232
MEM 261.070312 1583349747.8236
MEM 261.070312 1583349747.9239
MEM 261.070312 1583349748.0243
MEM 261.070312 1583349748.1248
MEM 261.070312 1583349748.2250
MEM 261.070312 1583349748.3254
MEM 261.468750 1583349748.4259
MEM 261.468750 1583349748.5262
MEM 261.722656 1583349748.6266
MEM 261.980469 1583349748.7270
MEM 262.492188 1583349748.8274
MEM 262.750000 1583349748.9278
MEM 263.007812 1583349749.0282
MEM 263.265625 1583349749.1286
MEM 263.523438 1583349749.2290
MEM 263.781250 1583349749.3294
MEM 263.781250 1583349749.4297
MEM 263.894531 1583349749.5300
MEM 263.894531 1583349749.6304
MEM 264.148438 1583349749.7308
MEM 264.621094 1583349749.8311
MEM 264.621094 1583349749.9316
MEM 264.621094 1583349750.0319
MEM 264.917969 1583349750.1323
MEM 264.917969 1583349750.2326
MEM 264.917969 1583349750.3331
MEM 265.171875 1583349750.4345
MEM 265.171875 1583349750.5349
MEM 265.656250 1583349750.6353
MEM 265.910156 1583349750.7357
MEM 266.167969 1583349750.8360
MEM 266.167969 1583349750.9364
MEM 266.425781 1583349751.0368
MEM 266.570312 1583349751.1370
MEM 266.824219 1583349751.2374
MEM 266.824219 1583349751.3378
MEM 266.824219 1583349751.4382
MEM 267.078125 1583349751.5385
MEM 267.570312 1583349751.6389
MEM 268.343750 1583349751.7392
MEM 268.660156 1583349751.8396
MEM 268.660156 1583349751.9400
MEM 268.910156 1583349752.0404
MEM 269.152344 1583349752.1407
MEM 269.152344 1583349752.2411
MEM 269.410156 1583349752.3414
MEM 269.410156 1583349752.4418
MEM 269.667969 1583349752.5422
MEM 269.925781 1583349752.6426
MEM 269.925781 1583349752.7431
MEM 270.179688 1583349752.8435
MEM 270.179688 1583349752.9439
MEM 270.535156 1583349753.0443
MEM 270.855469 1583349753.1448
MEM 271.195312 1583349753.2451
MEM 271.449219 1583349753.3455
MEM 271.554688 1583349753.4459
MEM 271.910156 1583349753.5462
MEM 272.164062 1583349753.6466
MEM 272.421875 1583349753.7470
MEM 272.421875 1583349753.8473
MEM 272.679688 1583349753.9477
MEM 273.242188 1583349754.0481
MEM 274.140625 1583349754.1485
MEM 274.562500 1583349754.2489
MEM 274.816406 1583349754.3492
MEM 275.523438 1583349754.4496
MEM 275.523438 1583349754.5500
MEM 275.781250 1583349754.6504
MEM 276.039062 1583349754.7507
MEM 276.531250 1583349754.8512
MEM 276.531250 1583349754.9515
MEM 277.046875 1583349755.0520
MEM 277.386719 1583349755.1523
MEM 277.386719 1583349755.2528
MEM 277.644531 1583349755.3532
MEM 277.902344 1583349755.4536
MEM 278.160156 1583349755.5576
MEM 278.417969 1583349755.6579
MEM 350.160156 1583349755.7583
MEM 477.777344 1583349755.8588
MEM 601.527344 1583349755.9592
MEM 719.863281 1583349756.0596
MEM 842.839844 1583349756.1601
MEM 969.167969 1583349756.2605
MEM 1098.589844 1583349756.3609
MEM 1228.785156 1583349756.4613
MEM 1354.597656 1583349756.5618
MEM 1480.925781 1583349756.6622
MEM 1606.222656 1583349756.7627
MEM 1732.035156 1583349756.8631
MEM 1858.621094 1583349756.9636
MEM 1984.433594 1583349757.0640
MEM 2111.019531 1583349757.1645
MEM 2236.832031 1583349757.2649
MEM 2362.386719 1583349757.3653
MEM 2488.457031 1583349757.4658
MEM 2614.269531 1583349757.5663
MEM 2740.082031 1583349757.6668
MEM 2866.152344 1583349757.7672
MEM 2990.933594 1583349757.8677
MEM 3126.027344 1583349757.9681
MEM 3253.386719 1583349758.0686
MEM 3364.691406 1583349758.1690
MEM 3451.058594 1583349758.2694
MEM 3537.683594 1583349758.3699
MEM 3624.050781 1583349758.4703
MEM 3710.160156 1583349758.5708
MEM 3796.527344 1583349758.6712
MEM 3882.636719 1583349758.7717
MEM 3969.003906 1583349758.8721
MEM 4057.691406 1583349758.9725
MEM 4144.574219 1583349759.0730
MEM 4230.683594 1583349759.1734
MEM 4316.535156 1583349759.2738
MEM 4397.488281 1583349759.3742
MEM 4485.402344 1583349759.4746
MEM 4573.316406 1583349759.5751
MEM 4659.425781 1583349759.6756
MEM 4745.535156 1583349759.7760
MEM 4831.128906 1583349759.8764
MEM 4966.484375 1583349759.9769
MEM 5183.046875 1583349760.0773
MEM 5398.578125 1583349760.1776
MEM 5614.882812 1583349760.2780
MEM 5831.187500 1583349760.3784
MEM 6048.007812 1583349760.4789
MEM 6264.570312 1583349760.5792
MEM 6462.816406 1583349760.6801
MEM 6641.738281 1583349760.7804
MEM 6822.722656 1583349760.8808
MEM 7002.160156 1583349760.9813
